用户id,是否付费,注册至今距离天数,最后一周登陆天数,最后一周登陆次数,最后一周0-8点登陆次数,最后一周8-18点登陆次数,最后一周18-24点登陆次数
865,0,7,5,7,0,6,1
866,0,7,2,2,0,2,0
867,1,7,7,91,21,45,25
868,0,7,6,7,0,6,1
869,0,7,2,3,0,3,0
870,0,7,3,4,0,4,0
871,0,7,2,2,0,2,0
872,0,7,2,3,0,3,0
873,0,7,2,2,0,2,0
874,0,2,1,1,0,1,0
875,0,7,3,3,0,3,0
876,0,7,3,3,0,3,0
877,0,7,3,6,0,3,3
878,0,7,3,3,0,3,0
879,0,4,3,3,0,2,1
880,0,2,2,2,0,2,0
881,0,7,5,6,0,6,0
882,0,4,2,2,0,2,0
883,0,7,6,10,1,9,0
884,1,7,7,77,19,41,17
885,0,7,4,5,0,5,0
886,0,7,3,4,0,3,1
887,0,7,5,6,0,6,0
888,0,7,5,6,0,6,0
889,0,2,2,2,0,2,0
890,0,6,4,4,0,3,1
891,0,7,1,1,0,1,0
892,0,7,2,2,0,2,0
893,0,7,2,2,0,2,0
894,0,7,4,5,0,5,0
895,0,7,1,1,0,0,1
896,0,7,3,3,0,2,1
897,0,4,4,5,0,5,0
898,1,4,4,20,1,18,1
899,0,2,1,1,0,1,0
900,0,7,6,7,0,5,2
901,0,7,5,7,0,6,1
902,0,7,6,7,0,5,2
903,1,7,7,18,1,5,12
904,0,7,1,1,0,1,0
905,0,7,1,3,0,3,0
906,0,7,2,2,0,2,0
907,0,7,6,7,0,5,2
908,0,1,1,1,0,1,0
909,0,7,2,2,0,2,0
910,0,2,2,4,0,3,1
911,0,6,6,16,0,13,3
912,0,4,1,1,0,0,1
913,0,7,3,4,0,4,0
914,0,7,4,5,0,3,2
915,0,2,2,3,0,2,1
916,0,2,2,12,0,9,3
917,0,7,2,2,0,2,0
918,0,7,3,3,0,3,0
919,0,7,3,3,0,3,0
920,0,7,4,5,0,2,3
921,0,1,1,1,0,1,0
922,0,6,6,9,3,4,2
923,0,7,3,6,0,3,3
924,0,7,2,3,0,3,0
925,0,7,7,19,5,10,4
926,0,7,3,3,0,2,1
927,0,1,1,1,0,1,0
928,0,7,4,4,0,4,0
929,0,7,2,3,0,3,0
930,0,7,2,3,0,3,0
931,0,7,2,2,0,2,0
932,0,7,2,2,0,2,0
933,0,7,2,4,0,2,2
934,0,7,1,1,0,1,0
935,0,3,2,2,0,1,1
936,0,7,3,4,0,2,2
937,0,2,1,1,0,1,0
938,0,7,2,2,0,2,0
939,1,7,7,75,22,38,15
940,1,7,5,33,7,18,8
941,0,7,4,5,0,5,0
942,0,7,1,2,0,2,0
943,0,7,2,5,0,4,1
944,0,1,1,1,0,1,0
945,0,7,2,3,0,3,0
946,0,1,1,1,0,0,1
947,0,7,5,7,0,7,0
948,0,7,7,25,2,19,4
949,0,7,2,2,0,1,1
950,0,2,2,4,0,4,0
951,0,2,2,6,3,2,1
952,1,7,7,44,12,21,11
953,0,3,3,4,0,2,2
954,0,1,1,1,0,1,0
955,0,5,4,10,3,4,3
956,0,1,1,1,0,0,1
957,0,7,2,2,0,2,0
958,1,4,4,43,9,21,13
959,1,7,7,77,20,41,16
960,1,7,7,26,7,14,5
961,0,1,2,7,1,4,2
962,1,7,7,79,11,47,21
963,0,7,7,32,7,20,5
964,0,1,1,1,0,1,0
965,0,7,7,134,39,63,32
966,0,7,3,3,0,3,0
967,0,1,1,6,1,4,1
968,1,7,7,26,3,19,4
969,0,7,2,2,0,2,0
970,0,5,5,11,3,6,2
971,1,6,6,65,13,42,10
972,0,7,1,3,0,2,1
973,0,7,1,1,0,1,0
974,1,7,7,68,9,44,15
975,0,7,3,3,0,3,0
976,0,1,1,1,0,1,0
977,0,1,1,1,0,1,0
978,0,6,1,1,0,0,1
979,0,5,2,3,0,2,1
980,0,7,1,1,0,1,0
981,0,1,1,1,1,0,0
982,0,7,3,3,0,3,0
983,0,4,4,5,0,0,5
984,0,7,1,1,0,1,0
985,0,6,6,13,3,5,5
986,0,2,1,1,0,1,0
987,0,7,5,6,0,6,0
988,0,7,5,8,0,8,0
989,0,7,5,22,6,11,5
990,1,7,7,83,16,46,21
991,0,2,2,12,2,8,2
992,1,7,7,92,30,39,23
993,1,3,3,10,2,5,3
994,0,6,3,4,1,3,0
995,0,1,1,4,1,3,0
996,0,5,4,18,1,9,8
997,1,4,4,27,7,15,5
998,1,7,7,46,15,16,15
999,0,7,5,6,0,6,0
1000,1,2,2,13,2,6,5
1001,0,7,6,6,0,5,1
1002,1,7,7,43,13,19,11
1003,0,2,2,6,2,4,0
1004,1,7,7,23,8,7,8
1005,0,1,1,1,0,1,0
1006,1,2,2,5,1,3,1
1007,0,7,2,2,0,2,0
1008,0,2,2,3,0,3,0
1009,1,5,4,5,3,1,1
1010,0,4,3,6,2,3,1
1011,0,7,6,27,6,11,10
1012,0,5,5,10,0,5,5
1013,0,1,1,5,2,3,0
1014,0,7,2,7,1,5,1
1015,0,7,7,48,6,14,28
1016,0,2,2,2,1,1,0
1017,1,3,3,19,3,13,3
1018,0,2,2,10,2,8,0
1019,0,6,4,15,3,9,3
1020,0,6,6,16,4,9,3
1021,1,7,7,31,7,11,13
1022,0,5,5,16,0,15,1
1023,1,1,1,4,2,2,0
1024,0,5,4,7,1,3,3
1025,1,7,7,31,10,13,8
1026,1,7,7,42,12,13,17
1027,0,6,1,1,0,1,0
1028,0,7,2,2,0,2,0
1029,0,1,1,5,1,4,0
1030,0,7,7,40,9,23,8
1031,0,1,1,1,0,1,0
1032,0,4,4,19,4,10,5
1033,0,1,1,2,0,1,1
1034,0,7,7,14,7,4,3
1035,0,7,2,2,0,2,0
1036,1,7,3,17,3,10,4
1037,1,1,1,6,1,4,1
1038,1,7,7,31,5,16,10
1039,0,2,2,4,1,2,1
1040,0,1,1,2,2,0,0
1041,0,3,3,15,2,10,3
1042,1,3,3,7,3,4,0
1043,0,7,3,3,0,3,0
1044,0,3,3,9,1,8,0
1045,0,7,5,27,6,12,9
1046,0,1,1,5,4,0,1
1047,0,4,4,43,10,16,17
1048,1,2,2,6,1,3,2
1049,0,7,7,29,12,5,12
1050,0,1,1,1,0,1,0
1051,0,1,1,1,1,0,0
1052,0,1,1,1,0,0,1
1053,0,7,7,36,9,7,20
1054,0,1,1,4,2,2,0
1055,0,1,1,3,0,2,1
1056,1,7,7,17,7,10,0
1057,1,7,7,26,11,9,6
1058,1,7,7,70,13,36,21
1059,1,5,4,15,2,9,4
1060,0,6,3,6,1,3,2
1061,1,6,3,15,5,5,5
1062,0,2,2,9,2,7,0
1063,0,2,2,4,1,1,2
1064,0,7,4,9,3,4,2
1065,0,4,3,5,1,2,2
1066,0,2,2,9,2,6,1
1067,0,1,1,1,0,1,0
1068,0,6,3,6,2,2,2
1069,1,6,6,38,6,24,8
1070,1,7,7,38,2,25,11
1071,1,7,7,40,10,25,5
1072,0,2,2,2,1,0,1
1073,0,1,1,1,0,1,0
1074,0,7,5,22,1,15,6
1075,0,5,5,14,3,4,7
1076,0,6,5,11,2,9,0
1077,1,7,7,9,5,0,4
1078,1,7,7,58,13,29,16
1079,0,3,3,6,1,3,2
1080,0,5,2,3,0,1,2
1081,1,7,7,52,9,23,20
1082,0,5,3,6,0,6,0
1083,0,1,1,3,2,0,1
1084,0,1,1,1,0,1,0
1085,0,7,7,27,2,17,8
1086,0,1,1,2,0,2,0
1087,0,5,4,8,1,7,0
1088,0,7,6,29,5,18,6
1089,0,7,2,6,1,5,0
1090,0,6,6,16,3,11,2
1091,0,7,2,2,0,2,0
1092,0,2,2,11,3,8,0
1093,0,6,4,7,5,0,2
1094,0,4,1,1,0,0,1
1095,0,1,1,1,0,1,0
1096,0,5,4,17,6,7,4
1097,0,7,5,5,0,5,0
1098,0,4,4,4,0,4,0
1099,0,4,2,2,0,2,0
1100,0,7,2,2,0,2,0
1101,0,3,3,4,2,0,2
1102,0,2,2,3,0,3,0
1103,0,1,1,1,0,1,0
1104,0,1,1,1,0,1,0
1105,0,7,6,6,0,2,4
1106,0,2,1,1,0,1,0
1107,0,7,3,3,0,3,0
1108,0,6,4,5,0,5,0
1109,0,4,4,9,0,8,1
1110,0,7,2,2,0,2,0
1111,0,3,3,5,2,2,1
1112,0,1,1,1,1,0,0
1113,0,3,1,1,0,1,0
1114,0,1,1,1,0,1,0
1115,0,7,3,4,0,3,1
1116,0,2,2,10,3,5,2
1117,0,7,6,7,0,7,0
1118,0,7,4,6,0,4,2
1119,0,7,1,3,0,3,0
1120,0,7,2,3,0,3,0
1121,0,7,4,6,0,6,0
1122,0,7,3,4,0,3,1
1123,0,7,5,6,0,3,3
1124,1,7,7,20,3,13,4
1125,0,7,4,4,0,4,0
1126,0,2,2,3,0,3,0
1127,0,1,1,1,0,0,1
1128,0,7,5,6,0,6,0
1129,0,7,2,3,0,3,0
1130,1,3,4,13,6,4,3
1131,0,7,2,2,0,1,1
1132,0,2,1,1,0,1,0
1133,0,2,2,2,0,2,0
1134,0,3,3,3,0,3,0
1135,0,2,2,3,0,3,0
1136,0,1,1,1,0,1,0
1137,0,4,4,4,0,3,1
1138,0,4,2,2,0,2,0
1139,0,2,1,1,0,1,0
1140,0,7,7,36,10,14,12
1141,0,2,1,2,0,2,0
1142,0,7,4,6,0,6,0
1143,0,7,6,13,5,5,3
1144,1,7,7,8,6,1,1
1145,0,7,5,7,0,7,0
1146,0,7,2,5,0,4,1
1147,0,7,2,2,0,0,2
1148,0,1,1,1,0,0,1
1149,0,1,1,1,0,1,0
1150,0,7,3,3,0,3,0
1151,1,5,5,48,16,23,9
1152,0,7,2,3,0,3,0
1153,0,2,2,11,2,7,2
1154,0,1,1,1,0,1,0
1155,0,7,5,7,0,4,3
1156,0,7,3,4,0,2,2
1157,0,1,1,1,0,1,0
1158,0,7,1,2,0,2,0
1159,0,7,2,2,0,2,0
1160,0,7,3,3,0,3,0
1161,0,6,3,3,0,3,0
1162,0,7,1,3,0,3,0
1163,0,2,1,1,0,1,0
1164,0,7,1,1,0,1,0
1165,0,7,3,3,0,3,0
1166,0,7,3,3,0,3,0
1167,0,2,1,1,0,1,0
1168,0,2,2,8,0,4,4
1169,0,4,1,1,0,1,0
1170,0,1,1,2,0,1,1
1171,0,1,1,1,0,1,0
1172,1,7,7,25,1,10,14
1173,0,3,3,5,2,3,0
1174,1,7,7,43,7,30,6
1175,0,7,7,50,9,30,11
1176,0,7,1,2,0,2,0
1177,0,7,6,9,0,9,0
1178,1,6,6,17,3,9,5
1179,0,7,6,6,0,5,1
1180,0,1,1,1,0,1,0
1181,0,5,3,9,4,5,0
1182,0,7,3,4,1,3,0
1183,0,1,1,1,0,0,1
1184,0,7,6,8,0,8,0
1185,0,7,2,3,0,2,1
1186,1,5,5,11,2,5,4
1187,0,2,1,1,0,1,0
1188,0,1,1,1,0,1,0
1189,0,7,1,1,0,1,0
1190,0,3,1,1,0,1,0
1191,0,3,3,5,0,5,0
1192,0,7,1,1,0,1,0
1193,0,7,3,4,0,4,0
1194,0,2,2,2,0,2,0
1195,0,1,1,1,1,0,0
1196,0,3,3,3,1,2,0
1197,0,7,2,2,0,2,0
1198,0,1,1,6,1,4,1
1199,0,7,1,1,0,1,0
1200,0,7,3,5,0,5,0
1201,0,1,1,3,1,1,1
1202,0,1,1,3,2,1,0
1203,1,7,7,82,20,40,22
1204,0,7,2,3,0,2,1
1205,0,1,1,1,1,0,0
1206,0,7,5,5,0,3,2
1207,0,1,1,1,0,1,0
1208,0,2,2,3,0,2,1
1209,0,3,3,19,2,15,2
1210,0,2,2,2,0,1,1
1211,0,7,7,19,0,19,0
1212,0,3,3,9,0,5,4
1213,0,2,2,2,0,1,1
1214,0,7,2,2,0,2,0
1215,0,7,1,2,0,2,0
1216,1,3,3,14,1,10,3
1217,0,1,1,1,0,1,0
1218,0,2,1,1,0,0,1
1219,1,7,4,10,0,5,5
1220,0,7,1,2,0,2,0
1221,0,7,3,7,0,5,2
1222,0,6,1,1,0,0,1
1223,0,1,1,3,1,2,0
1224,1,7,7,27,5,13,9
1225,0,1,1,1,0,1,0
1226,0,6,5,5,0,4,1
1227,0,7,3,4,0,4,0
1228,0,1,1,1,0,1,0
1229,0,1,1,1,0,1,0
1230,1,7,2,5,1,1,3
1231,0,1,1,1,0,1,0
1232,0,1,1,7,1,6,0
1233,0,2,1,2,0,2,0
1234,1,7,5,14,1,8,5
1235,0,7,2,2,0,2,0
1236,0,6,1,1,0,1,0
1237,1,7,7,31,8,19,4
1238,0,7,1,2,0,2,0
1239,0,1,1,3,0,3,0
1240,0,7,1,1,0,1,0
1241,0,7,5,16,7,5,4
1242,0,1,1,1,0,1,0
1243,0,6,3,15,5,9,1
1244,0,2,1,1,0,1,0
1245,1,7,7,39,7,21,11
1246,0,1,1,1,0,1,0
1247,1,7,7,20,6,12,2
1248,0,1,1,1,0,1,0
1249,0,7,2,4,0,3,1
1250,0,7,6,6,0,5,1
1251,0,1,1,1,0,0,1
1252,0,7,1,1,0,1,0
1253,0,7,2,2,1,1,0
1254,0,7,1,1,0,1,0
1255,0,7,6,16,3,11,2
1256,0,7,2,2,0,2,0
1257,0,1,1,1,1,0,0
1258,1,7,3,18,4,12,2
1259,0,2,2,10,4,4,2
1260,0,1,1,1,0,1,0
1261,0,7,7,13,5,1,7
1262,0,2,2,9,2,4,3
1263,0,2,2,2,0,2,0
1264,0,6,6,6,0,2,4
1265,0,3,3,6,3,1,2
1266,0,2,1,1,0,0,1
1267,0,2,2,2,0,2,0
1268,1,7,7,82,17,44,21
1269,0,7,3,4,0,4,0
1270,0,7,3,7,0,6,1
1271,0,7,2,3,0,2,1
1272,0,4,4,5,0,4,1
1273,0,7,3,3,0,2,1
1274,0,7,1,1,0,1,0
1275,0,4,4,5,0,4,1
1276,1,7,7,89,18,47,24
1277,0,7,4,4,0,3,1
1278,0,7,2,3,0,3,0
1279,1,7,7,29,6,12,11
1280,0,7,3,6,3,3,0
1281,1,3,3,3,2,1,0
1282,1,7,7,52,12,29,11
1283,0,6,1,1,0,1,0
1284,1,2,2,10,2,4,4
1285,1,7,7,53,12,25,16
1286,0,7,2,3,0,2,1
1287,1,2,2,13,5,6,2
1288,0,1,1,2,0,2,0
1289,0,4,4,4,0,3,1
1290,0,2,2,8,3,4,1
1291,0,2,2,7,0,6,1
1292,1,7,7,69,15,38,16
1293,0,2,1,1,0,1,0
1294,1,7,7,40,7,21,12
1295,1,7,7,21,1,7,13
1296,1,7,7,39,9,22,8
1297,0,7,2,3,0,3,0
1298,0,1,1,4,4,0,0
1299,0,2,2,6,4,2,0
1300,1,3,3,24,4,16,4
1301,1,7,7,60,11,25,24
1302,0,7,7,31,8,17,6
1303,1,7,7,59,9,30,20
1304,0,6,6,28,5,18,5
1305,0,2,1,1,0,1,0
1306,0,2,2,5,0,3,2
1307,0,6,3,4,0,4,0
1308,0,1,1,1,0,1,0
1309,0,7,7,32,7,21,4
1310,1,5,3,4,1,2,1
1311,0,2,1,1,0,1,0
1312,0,4,4,12,3,3,6
1313,1,6,6,24,8,9,7
1314,1,7,7,49,12,20,17
1315,0,7,2,2,0,2,0
1316,0,7,6,11,0,8,3
1317,0,7,2,4,0,4,0
1318,0,7,5,14,1,10,3
1319,0,1,1,3,2,1,0
1320,1,7,7,24,4,14,6
1321,1,5,5,20,6,11,3
1322,0,7,5,10,0,6,4
1323,0,7,1,1,0,1,0
1324,0,1,1,3,2,1,0
1325,1,7,7,17,9,5,3
1326,0,3,3,4,3,1,0
1327,0,1,1,5,1,4,0
1328,0,6,6,30,7,17,6
1329,1,7,7,74,9,41,24
1330,0,1,1,1,0,0,1
1331,0,6,3,6,2,3,1
1332,1,3,3,6,2,2,2
1333,1,5,5,19,7,10,2
1334,0,7,3,5,0,2,3
1335,0,7,2,3,0,3,0
1336,0,1,1,5,3,2,0
1337,0,3,3,5,1,4,0
1338,0,6,6,16,9,3,4
1339,0,3,2,2,0,1,1
1340,0,7,1,3,0,3,0
1341,0,7,6,8,0,7,1
1342,0,7,2,3,0,3,0
1343,0,7,1,3,0,1,2
1344,0,7,6,13,3,7,3
1345,0,7,6,7,0,7,0
1346,0,7,2,2,0,2,0
1347,0,3,1,1,0,1,0
1348,0,1,1,3,2,1,0
1349,0,6,1,2,0,0,2
1350,1,1,1,9,4,5,0
1351,0,1,1,1,1,0,0
1352,0,7,3,3,0,3,0
1353,0,7,6,8,0,8,0
1354,0,7,4,6,0,6,0
1355,0,7,2,2,0,2,0
1356,0,7,5,5,0,5,0
1357,0,7,7,46,7,26,13
1358,0,7,4,4,0,4,0
1359,0,2,1,1,0,0,1
1360,0,6,6,32,5,12,15
1361,0,1,1,2,1,1,0
1362,0,4,4,12,1,9,2
1363,1,7,5,8,1,3,4
1364,0,7,2,2,0,1,1
1365,0,7,2,3,0,3,0
1366,0,4,2,2,0,0,2
1367,0,7,6,6,0,6,0
1368,1,4,3,14,0,14,0
1369,1,7,5,15,4,8,3
1370,1,7,7,44,4,24,16
1371,0,1,1,1,0,0,1
1372,1,4,4,18,5,8,5
1373,0,7,6,13,0,5,8
1374,0,1,1,1,0,1,0
1375,0,2,2,6,1,2,3
1376,0,6,6,15,3,7,5
1377,0,7,6,7,0,7,0
1378,1,7,7,28,4,19,5
1379,1,7,7,11,4,5,2
1380,0,1,1,2,1,1,0
1381,1,4,4,12,2,1,9
1382,0,2,2,3,1,2,0
1383,0,7,5,7,0,7,0
1384,0,1,1,1,0,1,0
1385,0,7,7,17,0,14,3
1386,0,1,1,2,1,1,0
1387,0,1,1,1,0,1,0
1388,0,7,2,3,0,3,0
1389,0,7,7,17,3,9,5
1390,1,7,7,20,12,6,2
1391,0,1,1,1,0,1,0
1392,0,4,3,12,3,5,4
1393,0,7,1,1,0,1,0
1394,1,7,7,16,4,7,5
1395,0,7,5,17,2,11,4
1396,0,7,7,34,14,12,8
1397,0,2,2,11,5,4,2
1398,0,7,7,11,2,1,8
1399,0,4,2,2,0,1,1
1400,0,4,3,5,2,3,0
1401,0,4,4,4,0,2,2
1402,0,1,1,8,0,4,4
1403,0,1,1,1,1,0,0
1404,1,3,3,6,2,2,2
1405,0,7,7,9,2,0,7
1406,0,4,4,13,4,9,0
1407,0,1,1,1,1,0,0
1408,0,3,2,3,0,1,2
1409,0,3,3,13,1,7,5
1410,1,7,7,84,11,48,25
1411,0,7,6,17,5,5,7
1412,0,5,4,7,1,6,0
1413,0,1,1,2,0,2,0
1414,0,5,3,8,5,3,0
1415,0,1,1,2,1,0,1
1416,0,4,2,3,2,1,0
1417,1,4,4,10,2,5,3
1418,0,2,2,5,0,4,1
1419,0,1,1,1,0,1,0
1420,1,7,7,45,11,15,19
1421,0,1,1,2,2,0,0
1422,0,7,5,12,3,7,2
1423,1,6,6,28,14,9,5
1424,0,7,7,20,6,11,3
1425,0,2,2,4,0,3,1
1426,0,7,1,1,0,1,0
1427,0,7,4,4,0,3,1
1428,0,3,3,26,7,14,5
1429,0,4,4,13,5,5,3
1430,1,5,5,47,7,33,7
1431,0,2,2,6,1,5,0
1432,1,6,2,7,3,4,0
1433,0,1,1,5,0,5,0
1434,0,4,2,3,0,1,2
1435,0,1,1,2,1,1,0
1436,0,5,2,2,0,2,0
1437,0,1,1,5,2,1,2
1438,0,2,2,4,1,1,2
1439,0,1,1,2,0,1,1
1440,1,7,6,13,2,6,5
1441,0,4,4,8,0,2,6
1442,0,3,3,7,3,2,2
1443,0,7,7,17,2,8,7
1444,1,4,4,11,6,3,2
1445,1,7,7,19,5,8,6
1446,0,7,6,7,0,7,0
1447,1,7,7,49,9,21,19
1448,0,1,1,2,0,2,0
1449,1,5,5,10,2,5,3
1450,1,7,6,7,2,1,4
1451,0,6,5,19,1,16,2
1452,0,7,7,34,14,17,3
1453,0,1,1,2,0,2,0
1454,0,1,1,1,0,0,1
1455,0,3,2,2,0,2,0
1456,0,3,3,10,6,2,2
1457,0,7,6,11,2,5,4
1458,0,7,1,1,0,1,0
1459,0,1,1,2,0,2,0
1460,0,2,2,5,2,3,0
1461,0,1,1,3,2,1,0
1462,0,2,1,1,0,1,0
1463,1,7,4,12,6,4,2
1464,0,7,7,23,3,14,6
1465,0,7,7,53,14,31,8
1466,1,7,7,55,13,27,15
1467,0,6,4,5,0,1,4
1468,0,3,2,7,0,7,0
1469,0,1,1,1,1,0,0
1470,0,7,7,19,4,14,1
1471,0,7,3,3,0,3,0
1472,0,2,2,10,5,5,0
1473,1,7,7,48,10,22,16
1474,1,7,6,18,5,11,2
1475,0,2,2,2,0,2,0
1476,0,7,6,11,4,0,7
1477,0,7,3,22,5,11,6
1478,1,2,2,22,5,10,7
1479,0,1,1,2,1,1,0
1480,0,2,2,4,0,2,2
1481,0,3,3,3,0,1,2
1482,0,3,3,10,2,6,2
1483,1,5,5,15,5,4,6
1484,0,7,7,15,2,4,9
1485,1,7,7,59,21,19,19
1486,0,1,1,3,1,2,0
1487,0,1,1,2,2,0,0
1488,1,7,7,60,18,26,16
1489,1,3,3,20,2,16,2
1490,0,7,7,20,14,5,1
1491,0,2,2,2,0,0,2
1492,0,7,3,5,0,4,1
1493,1,5,5,31,7,10,14
1494,0,2,2,2,2,0,0
1495,0,7,6,6,0,6,0
1496,1,7,7,54,17,21,16
1497,0,1,1,3,0,2,1
1498,1,4,2,4,3,1,0
1499,0,5,5,9,3,6,0
1500,1,7,7,62,13,24,25
1501,0,1,1,2,0,2,0
1502,1,7,7,80,17,42,21
1503,0,1,1,1,0,0,1
1504,0,7,1,1,0,1,0
1505,0,1,1,2,2,0,0
1506,0,6,5,5,0,2,3
1507,1,4,4,14,4,6,4
1508,0,5,5,20,3,14,3
1509,0,4,3,11,3,7,1
1510,1,1,1,8,1,6,1
1511,0,2,2,2,0,2,0
1512,1,7,7,61,14,35,12
1513,0,1,1,2,1,1,0
1514,0,7,2,3,0,1,2
1515,0,5,3,6,2,3,1
1516,1,7,7,40,9,19,12
1517,0,1,1,3,1,2,0
1518,0,4,3,4,0,4,0
1519,0,7,3,4,0,4,0
1520,0,7,6,24,6,14,4
1521,1,2,1,1,0,1,0
1522,0,1,1,1,1,0,0
1523,0,1,1,1,0,1,0
1524,1,6,6,19,5,7,7
1525,1,1,1,9,4,5,0
1526,0,5,3,10,0,9,1
1527,0,1,1,1,0,1,0
1528,0,1,1,1,0,1,0
1529,0,7,6,7,0,7,0
1530,0,1,1,4,3,1,0
1531,1,7,7,57,12,28,17
1532,0,7,7,8,1,5,2
1533,0,6,2,3,0,2,1
1534,0,2,2,7,3,4,0
1535,0,2,2,8,3,4,1
1536,0,7,6,30,8,11,11
1537,0,7,7,7,1,6,0
1538,0,4,4,11,4,4,3
1539,0,2,2,2,1,0,1
1540,0,3,3,14,2,11,1
1541,0,7,6,15,4,5,6
1542,0,2,2,5,1,4,0
1543,0,1,1,1,0,1,0
1544,1,5,4,7,1,4,2
1545,0,7,1,1,0,1,0
1546,0,1,1,2,1,1,0
1547,0,5,3,3,1,2,0
1548,1,7,7,17,6,4,7
1549,0,6,6,47,9,27,11
1550,0,3,3,8,0,7,1
1551,0,3,3,4,2,1,1
1552,0,2,2,2,1,0,1
1553,1,3,3,24,9,11,4
1554,0,2,1,1,0,1,0
1555,0,2,2,2,0,2,0
1556,0,3,3,6,1,5,0
1557,0,1,1,1,0,1,0
1558,0,7,5,7,0,5,2
1559,1,2,2,9,0,7,2
1560,0,3,3,11,7,3,1
1561,0,4,3,3,0,2,1
1562,1,7,7,30,7,16,7
1563,0,1,1,1,1,0,0
1564,1,6,6,29,16,5,8
1565,1,6,6,55,9,34,12
1566,1,7,7,92,24,42,26
1567,0,2,2,3,1,2,0
1568,1,7,7,78,12,43,23
1569,0,2,2,9,1,6,2
1570,0,1,1,1,1,0,0
1571,0,7,6,7,0,5,2
1572,0,7,6,9,0,7,2
1573,0,3,3,5,1,2,2
1574,0,1,1,1,1,0,0
1575,0,1,1,1,1,0,0
1576,0,5,4,9,2,5,2
1577,0,7,7,43,14,18,11
1578,0,2,2,18,6,10,2
1579,0,1,1,8,3,4,1
1580,1,7,7,49,12,22,15
1581,1,7,7,31,7,8,16
1582,0,2,2,3,0,2,1
1583,0,4,4,17,4,8,5
1584,0,3,3,3,0,0,3
1585,0,1,1,2,1,1,0
1586,0,4,1,1,0,1,0
1587,0,1,1,3,0,3,0
1588,1,3,3,10,2,7,1
1589,0,3,2,7,2,4,1
1590,0,5,4,9,0,6,3
1591,1,5,3,6,2,3,1
1592,0,6,6,22,5,12,5
1593,0,6,4,7,2,4,1
1594,0,7,3,5,0,1,4
1595,0,7,5,10,3,4,3
1596,0,1,1,3,3,0,0
1597,0,2,2,6,1,2,3
1598,0,7,5,6,0,6,0
1599,1,7,7,37,6,23,8
1600,1,7,7,52,11,27,14
1601,1,7,7,36,7,22,7
1602,0,1,1,4,0,2,2
1603,0,5,5,14,2,12,0
1604,1,7,7,50,8,22,20
1605,0,3,3,3,0,3,0
1606,0,1,1,1,1,0,0
1607,0,1,1,1,1,0,0
1608,1,7,7,80,25,34,21
1609,0,1,2,13,4,5,4
1610,0,1,1,3,2,1,0
1611,1,5,4,14,5,6,3
1612,0,2,2,4,0,4,0
1613,0,3,2,2,1,0,1
1614,0,5,4,5,3,1,1
1615,0,3,2,3,0,3,0
1616,0,7,6,22,0,18,4
1617,1,7,7,43,8,27,8
1618,1,5,5,12,8,4,0
1619,0,1,1,1,0,1,0
1620,1,7,7,48,12,20,16
1621,1,2,2,15,5,7,3
1622,0,4,2,2,0,1,1
1623,0,3,1,1,0,1,0
1624,0,2,1,1,0,1,0
1625,0,1,1,3,2,1,0
1626,1,7,7,32,10,17,5
1627,0,7,7,23,10,10,3
1628,0,1,1,2,1,1,0
1629,0,3,3,8,3,5,0
1630,0,7,6,7,0,7,0
1631,0,1,1,2,1,1,0
1632,0,7,6,9,3,5,1
1633,0,3,3,13,3,8,2
1634,1,7,7,33,2,15,16
1635,0,1,1,4,4,0,0
1636,0,1,1,1,0,1,0
1637,0,2,2,14,5,7,2
1638,0,2,2,5,1,3,1
1639,0,1,1,3,2,1,0
1640,1,7,7,22,10,4,8
1641,1,7,7,98,43,35,20
1642,0,1,1,5,3,1,1
1643,0,5,3,7,1,2,4
1644,0,6,4,7,2,4,1
1645,0,1,1,1,0,1,0
1646,0,7,6,8,0,8,0
1647,0,5,5,18,1,10,7
1648,1,7,7,56,11,26,19
1649,1,7,7,48,7,28,13
1650,0,2,2,10,2,8,0
1651,0,1,1,7,1,6,0
1652,1,5,4,16,2,7,7
1653,1,6,7,81,18,44,19
1654,1,7,7,83,19,44,20
1655,1,7,7,44,16,20,8
1656,0,3,3,6,2,2,2
1657,0,7,7,20,2,10,8
1658,0,6,1,1,0,1,0
1659,0,4,2,2,1,1,0
1660,0,1,1,2,1,1,0
1661,0,3,3,11,6,2,3
1662,0,2,2,11,4,5,2
1663,0,3,2,3,1,2,0
1664,1,7,7,34,10,15,9
1665,1,1,1,4,1,3,0
1666,1,7,7,39,10,14,15
1667,0,1,1,2,1,1,0
1668,0,1,1,1,0,1,0
1669,1,7,7,50,10,25,15
1670,0,1,1,1,0,1,0
1671,0,7,6,9,0,6,3
1672,0,1,1,3,2,1,0
1673,1,4,4,8,0,6,2
1674,0,1,1,2,1,1,0
1675,0,2,2,10,2,8,0
1676,0,2,2,10,1,6,3
1677,0,5,3,3,0,2,1
1678,1,7,7,23,10,13,0
1679,1,6,6,33,6,15,12
1680,0,1,1,2,1,0,1
1681,0,6,6,19,9,6,4
1682,0,1,1,2,1,1,0
1683,0,5,5,23,7,8,8
1684,1,7,7,83,12,52,19
1685,0,2,2,3,3,0,0
1686,1,1,1,3,2,1,0
1687,1,5,5,16,4,7,5
1688,1,4,4,7,3,2,2
1689,1,7,7,51,13,18,20
1690,0,6,6,20,5,8,7
