用户id,性别,等级,站内好友数,经验值,积分,登录总次数,玩牌局数,赢牌局数,身上货币量
7784712,0,2,3,13,5,3,1,,780
7784710,0,0,2,0,0,2,,,800
7784708,1,0,1,0,0,1,,,0
7784706,0,0,1,0,0,1,,,0
7784701,0,6,1,506,20,6,71,19,0
7784700,0,5,1,296,0,2,63,6,0
7784699,1,0,0,0,0,2,,,800
7784696,0,0,1,0,0,2,,,800
7784690,0,0,0,0,0,1,,,0
7784685,0,0,2,0,0,1,,,0
7784684,0,4,1,177,0,2,17,2,1000
7784679,0,0,0,0,0,2,,,800
7784678,1,0,1,0,0,2,,,800
7784677,0,3,2,65,0,2,6,1,1520
7784673,0,2,0,16,0,2,3,,1150
7784672,0,2,1,13,0,2,1,,800
7784669,0,1,0,3,0,2,2,,780
7784668,1,1,2,3,0,2,1,,800
7784667,0,0,1,0,0,1,,,0
7784666,1,2,3,22,0,2,4,,1030
7784665,0,2,0,8,0,2,1,,1000
7784663,0,4,1,223,0,2,30,16,1380
7784661,0,3,0,46,0,2,12,,100
7784657,0,2,0,7,0,2,3,1,790
7784656,0,4,0,200,0,2,23,6,1640
7784655,0,4,1,140,0,2,13,5,1958
7784652,0,0,0,0,0,1,,,0
7784645,0,3,5,123,5,3,16,5,800
7784641,0,0,2,0,0,1,,,0
7784642,0,2,0,11,0,2,3,,980
7784640,0,2,0,14,0,2,3,,1010
7784637,0,0,1,0,0,1,,,0
7784636,1,3,0,69,0,2,9,2,600
7784634,0,5,1,313,10,4,44,16,0
7784633,0,0,1,0,0,2,,,800
7784629,0,4,1,159,5,3,29,16,670
7784628,0,3,0,104,0,2,19,5,780
7784627,1,2,1,23,0,2,1,,1080
7784624,0,2,0,38,0,2,5,2,1180
7784621,0,0,2,0,0,1,,,0
7784618,0,3,1,101,0,2,14,1,0
7784616,0,0,0,0,0,1,,,0
7784614,0,0,0,0,0,2,,,800
7784608,0,0,0,0,0,2,,,800
7784604,1,0,0,0,0,2,,,800
7784600,0,4,1,147,0,2,26,17,1250
7784594,0,2,2,18,0,2,1,,990
7784589,1,1,0,3,0,2,2,,770
7784588,0,0,1,0,0,2,,,800
7784587,0,0,0,0,0,1,,,0
7784586,0,0,5,0,0,1,,,0
7784580,0,3,0,73,0,2,12,,0
7784575,1,0,1,0,0,2,,,800
7784572,0,0,1,0,0,1,,,0
7784571,1,2,0,5,0,2,1,,980
7784568,0,2,0,8,0,2,2,,920
7784567,0,0,2,0,0,1,,,0
7784565,1,0,1,0,0,1,,,0
7784561,1,0,0,0,0,2,,,800
7784560,0,2,2,18,0,2,2,,980
7784559,1,2,0,22,0,2,2,1,980
7784558,0,0,3,0,0,1,,,0
7784557,0,3,2,122,0,2,18,3,70
7784556,0,0,1,0,0,1,,,0
7784555,0,2,0,22,0,2,3,1,860
7784554,0,0,0,0,0,1,,,0
7784552,0,0,1,0,5,1,,,0
7784551,0,0,0,0,0,1,,,0
7784550,0,0,2,0,0,1,,,0
7784549,0,3,1,57,0,2,5,1,1800
7784548,1,0,1,0,0,1,,,0
7784547,0,0,1,0,0,1,,,0
7784542,0,0,0,0,0,1,,,0
7784538,1,2,1,22,0,2,3,2,1010
7784537,0,0,3,0,0,1,,,0
7784535,0,2,0,22,0,2,3,1,970
7784534,0,7,4,838,0,2,97,30,0
7784532,0,0,3,0,0,1,,,0
7784531,0,2,0,19,0,2,3,,1000
7784530,1,2,1,29,0,2,4,,1140
7784528,0,5,2,397,1,2,67,26,0
7784513,0,4,0,156,0,2,21,7,180
7784509,0,2,6,11,0,2,3,,780
7784502,0,0,5,0,0,1,,,0
7784499,0,0,5,0,0,2,,,800
7784497,0,0,1,0,0,2,,,800
7784492,1,2,0,8,0,2,2,,980
7784490,0,4,0,137,0,2,19,10,700
7784486,0,3,0,88,0,2,6,2,1560
7784485,0,0,1,0,0,2,,,800
7784483,0,0,1,0,0,1,,,0
7784481,0,2,0,43,0,2,4,3,1270
7784479,0,0,1,0,0,1,,,0
7784477,0,0,2,0,0,1,,,0
7784478,0,0,6,0,0,1,,,0
7784474,0,6,1,523,15,5,57,20,16036
7784473,0,2,2,18,0,2,2,,980
7784472,0,2,5,17,0,2,4,,400
7784469,0,3,0,105,0,2,14,7,5670
7784467,1,0,0,0,0,2,,,800
7784466,0,0,1,0,0,2,,,800
7784465,1,2,10,31,5,3,7,,50
7784464,1,1,2,3,0,2,2,,780
7784462,0,5,0,298,1,2,49,16,1830
7784460,0,5,1,386,10,4,67,24,8654
7784457,0,2,1,21,0,2,3,,980
7784456,0,6,0,638,5,3,89,33,13152
7784454,1,2,0,8,0,2,2,,980
7784453,0,2,0,11,0,2,3,,1020
7784451,1,2,0,14,0,2,4,,750
7784447,0,2,1,18,0,2,1,,1000
7784442,0,0,1,0,5,1,,,0
7784441,0,0,1,0,0,1,,,0
7784439,0,0,0,0,0,2,1,,780
7784438,0,2,1,8,0,2,1,,1040
7784437,1,0,2,0,0,2,,,800
7784435,0,0,1,0,10,1,,,0
7784433,0,5,6,311,10,4,39,6,160
7784429,1,0,0,0,0,2,,,800
7784428,1,1,0,3,0,2,1,,790
7784425,0,0,0,0,0,1,,,0
7784422,0,5,2,283,0,2,57,15,1812
7784419,0,3,0,60,0,2,18,,325
7784415,1,2,4,8,0,2,2,,950
7784414,1,1,0,3,0,2,2,,780
7784412,0,0,1,0,0,2,,,800
7784410,0,0,0,0,0,1,,,0
7784408,1,0,0,0,0,2,,,800
7784404,0,0,0,0,0,2,,,800
7784402,0,3,1,99,0,2,17,2,50
7784401,1,11,1,3880,35,8,4607,2023,25214
7784398,0,0,1,0,0,2,,,200
7784393,0,2,1,10,0,2,,,200
7784390,0,4,1,145,0,2,19,5,4840
7784385,0,0,0,0,0,1,,,0
7784384,0,0,0,0,0,2,,,800
7784381,0,0,0,0,0,2,,,800
7784380,0,0,2,0,0,1,,,0
7784378,0,0,1,0,0,1,,,0
7784379,0,0,2,0,0,1,,,0
7784374,1,2,5,36,0,2,3,,980
7784372,0,4,0,172,5,3,29,11,380
7784369,0,2,1,10,0,2,,,200
7784357,0,2,2,13,0,2,1,,800
7784355,0,0,1,0,0,1,,,0
7784351,0,2,0,11,0,2,2,,970
7784350,0,0,0,0,0,2,,,800
7784349,0,2,1,13,0,2,1,,800
7784347,1,2,1,8,0,2,1,,990
7784346,0,3,1,124,0,2,12,7,0
7784344,0,2,0,25,5,3,6,,780
7784339,1,3,1,61,0,2,4,1,1600
7784338,0,0,1,0,0,2,,,200
7784337,0,0,0,0,0,1,,,0
7784334,1,0,1,0,0,1,,,0
7784329,0,2,1,27,0,2,2,1,800
7784322,0,0,1,0,0,1,,,0
7784320,0,0,1,0,0,2,,,200
7784319,0,4,2,178,0,2,11,2,180
7784315,0,0,0,0,0,2,,,800
7784310,0,2,1,38,0,2,2,1,1250
7784307,0,4,0,177,0,2,27,7,0
7784306,0,2,1,10,0,2,,,200
7784300,1,0,0,0,0,2,,,800
7784299,1,1,0,3,0,2,1,,790
7784298,0,0,1,0,0,2,,,200
7784294,0,0,1,0,0,2,,,800
7784291,1,0,1,0,0,2,,,800
7784290,0,0,0,0,5,3,,,800
7784289,0,4,0,221,5,3,28,7,0
7784286,0,2,1,21,0,2,3,,780
7784285,1,2,2,8,0,2,1,,1040
7784282,0,2,0,16,0,2,2,,1230
7784279,1,0,1,0,0,2,,,800
7784277,0,14,1,9617,45,9,7215,590,1627761
7784276,0,4,0,154,0,2,21,7,1000
7784275,1,2,0,8,0,2,1,,990
7784272,0,8,7,1365,10,4,279,72,2660
7784271,0,0,0,0,0,1,,,0
7784265,0,3,1,57,0,2,5,2,1600
7784261,0,0,0,0,0,2,,,800
7784258,0,3,0,61,0,2,5,2,1590
7784257,0,0,0,0,0,1,,,0
7784255,0,6,6,745,1,2,163,51,0
7784254,0,0,0,0,0,2,,,800
7784253,0,0,0,0,5,1,,,0
7784250,0,0,2,0,0,1,,,0
7784247,0,0,0,0,0,1,,,0
7784246,0,3,1,61,0,2,6,1,1150
7784240,0,8,1,1315,20,6,259,84,65
7784238,1,3,0,77,0,2,8,3,1640
7784235,1,6,0,638,0,2,81,20,0
7784234,0,0,0,0,0,2,,,800
7784230,0,0,0,0,0,2,,,800
7784229,0,2,1,17,0,2,3,2,810
7784224,0,2,0,5,0,2,1,,980
7784219,1,2,1,13,0,2,2,,740
7784218,0,5,1,270,0,2,50,15,350
7784217,0,2,1,38,0,2,6,1,890
7784216,0,0,4,0,0,1,,,0
7784211,0,0,1,0,0,2,,,800
7784209,1,0,2,0,0,2,,,800
7784201,1,2,1,27,0,2,4,,780
7784198,0,0,0,0,0,1,,,0
7784195,1,1,0,3,0,2,2,,760
7784193,0,0,2,0,0,1,,,0
7784192,0,3,4,115,0,2,15,5,1748
7784186,0,0,0,0,0,1,,,0
7784183,0,0,1,0,15,1,,,0
7784182,0,5,2,338,1,2,63,23,187
7784180,0,0,0,0,10,1,,,0
7784179,0,4,1,174,0,2,20,6,50
7784174,1,2,0,12,0,2,3,2,1010
7784171,0,3,1,46,0,2,4,1,1470
7784169,0,0,1,0,0,1,,,0
7784168,0,2,1,26,0,2,7,,590
7784166,0,1,0,3,0,2,2,,770
7784162,0,2,0,44,0,2,7,1,610
7784153,0,6,0,672,0,2,98,32,600
7784151,0,3,0,76,0,2,11,3,1510
7784150,0,5,4,301,0,2,41,18,550
7784147,0,4,0,134,0,2,24,5,100
7784145,0,0,1,0,0,2,,,800
7784142,0,0,0,0,0,2,,,800
7784141,0,2,0,32,0,2,4,2,800
7784137,1,7,0,954,35,6,202,66,0
7784131,0,3,0,46,0,2,2,1,1850
7784114,1,7,0,1070,0,2,236,54,0
7784108,0,3,4,52,0,2,6,1,350
7784107,0,5,0,265,0,2,26,12,0
7784106,0,3,0,81,0,2,11,1,100
7784102,0,0,2,0,0,1,,,0
7784101,0,0,0,0,0,2,,,800
7784100,0,2,1,24,0,2,4,,780
7784099,0,2,1,13,0,2,3,,0
7784098,0,2,0,8,0,2,2,,960
7784097,0,4,1,218,10,4,17,3,0
7784095,0,2,0,11,0,2,3,,780
7784094,0,2,1,13,0,2,2,,750
7784089,0,3,0,51,0,2,8,2,240
7784088,0,3,2,61,0,2,4,3,1420
7784086,0,3,1,102,15,5,19,3,0
7784080,0,2,9,10,0,2,,,800
7784079,0,2,0,11,0,2,3,,810
7784078,0,4,0,209,0,2,29,9,180
7784077,0,6,1,507,0,2,71,14,0
7784069,0,2,0,17,0,2,4,,770
7784067,0,4,5,263,0,2,34,18,0
7784065,0,4,0,191,10,4,40,11,580
7784064,0,0,0,0,0,1,,,0
7784063,0,2,0,38,0,2,3,1,1380
7784061,0,0,3,0,0,1,,,0
7784060,0,3,0,60,0,2,10,3,13060
7784053,0,2,0,18,0,2,2,1,1000
7784050,0,2,1,6,0,2,2,,800
7784048,0,2,1,33,0,2,4,3,1030
7784042,1,0,0,0,0,2,,,800
7784040,0,3,1,70,5,3,15,,0
7784036,0,0,0,0,0,2,,,800
7784035,0,2,0,8,0,2,2,,970
7784034,0,4,12,235,5,3,29,10,2000
7784033,1,7,0,1110,0,2,332,75,100
7784029,0,3,2,97,0,2,11,2,1000
7784019,0,6,0,559,15,5,70,24,1000
7784016,0,3,1,78,0,2,6,3,1540
7784015,1,9,1,1695,25,7,348,96,6044702
7784013,0,0,1,0,0,2,,,800
7784012,1,7,2,957,5,3,167,46,36426
7784007,1,3,0,51,0,2,6,4,0
7784004,1,3,9,45,5,3,2,1,1800
7784003,0,2,0,41,0,2,5,1,1120
7784002,0,5,1,429,0,2,41,14,990
7783993,1,4,7,153,30,8,40,7,0
7783989,0,2,2,8,0,2,1,,1050
7783985,0,3,1,93,5,3,11,2,0
7783978,0,6,5,481,10,4,77,28,300
7783976,0,0,4,0,0,1,,,0
7783975,0,2,4,8,0,2,1,,2178
7783974,0,3,2,101,0,2,13,1,150
7783973,1,6,1,531,35,8,100,25,1500
7783972,1,0,0,0,0,1,,,0
7783970,0,7,1,1040,5,3,669,55,4500
7783969,0,7,1,1140,10,3,675,54,0
7783966,0,0,0,0,0,2,,,800
7783965,0,4,0,243,0,2,35,13,360
7783964,0,2,1,19,0,2,3,,1050
7783958,1,0,1,0,0,1,,,0
7783956,0,4,1,143,0,2,25,8,920
7783951,0,6,0,611,10,3,77,22,1000
7783950,0,0,0,0,0,1,,,0
7783948,0,0,0,0,0,1,,,0
7783945,0,6,0,712,0,2,128,50,0
7783944,0,7,1,1000,21,6,155,40,0
7783943,1,0,1,0,0,1,,,0
7783942,0,0,0,0,0,1,,,0
7783941,0,0,5,0,0,1,,,0
7783940,0,2,2,18,0,2,2,,970
7783939,0,0,1,0,0,1,,,0
7783935,1,2,0,14,0,2,3,,770
7783933,0,0,1,0,0,1,,,0
7783932,0,0,0,0,0,2,,,800
7783931,0,0,0,0,0,1,,,0
7783930,0,0,1,0,0,1,,,0
7783926,1,0,2,0,0,1,,,0
7783923,0,0,1,0,0,1,,,0
7783922,0,0,1,0,0,1,,,0
7783921,0,0,1,0,0,1,,,0
7783920,0,0,9,0,0,1,,,0
7783919,0,0,1,0,0,1,,,0
7783918,0,0,0,0,0,1,,,0
7783916,0,0,3,0,0,1,,,0
7783915,0,0,0,0,0,1,,,0
7783914,0,0,2,0,0,1,,,0
7783913,0,0,1,0,0,1,,,0
7783912,0,0,3,0,0,1,,,0
7783911,0,0,3,0,0,1,,,0
7783910,0,0,2,0,0,1,,,0
7783909,0,0,0,0,0,1,,,0
7783908,0,0,2,0,0,1,,,0
7783907,0,0,1,0,0,1,,,0
7783906,0,0,2,0,0,1,,,0
7783905,0,0,1,0,0,1,,,0
7783904,1,0,0,0,0,1,,,0
7783902,0,0,2,0,0,1,,,0
7783903,0,0,0,0,0,1,,,0
7783901,0,0,1,0,0,1,,,0
7783900,0,0,0,0,0,1,,,0
7783898,0,0,2,0,0,1,,,0
7783897,0,0,4,0,0,1,,,0
7783896,0,0,0,0,0,1,,,0
7783895,0,0,0,0,0,1,,,0
7783894,0,0,0,0,0,1,,,0
7783891,0,0,1,0,0,1,,,0
7783889,0,2,0,14,0,2,3,,1000
7783888,0,0,0,0,0,1,,,0
7783883,0,0,1,0,0,1,,,0
7783882,0,0,3,0,0,1,,,0
7783881,0,5,0,349,0,2,60,18,3898
7783880,1,0,0,0,0,1,,,0
7783879,0,0,1,0,0,1,,,0
7783878,0,0,0,0,0,1,,,0
7783877,0,0,2,0,0,1,,,0
7783875,1,0,3,0,0,1,,,0
7783874,0,0,1,0,0,1,,,0
7783873,0,0,1,0,0,1,,,0
7783872,0,0,0,0,0,1,,,0
7783871,0,0,4,0,0,1,,,0
7783870,0,0,1,0,0,1,,,0
7783869,0,0,1,0,0,1,,,0
7783868,0,0,2,0,0,1,,,0
7783867,0,3,0,102,0,2,17,2,250
7783866,0,0,1,0,0,1,,,0
7783864,0,0,1,0,0,1,,,0
7783865,0,0,3,0,0,1,,,0
7783862,0,0,0,0,0,1,,,0
7783861,0,0,3,0,0,1,,,0
7783860,0,0,1,0,0,1,,,0
7783859,0,0,0,0,0,1,,,0
7783858,0,0,1,0,0,1,,,0
7783857,0,0,1,0,0,1,,,0
7783856,0,0,7,0,0,1,,,0
7783855,0,0,2,0,0,1,,,0
7783854,0,0,0,0,0,1,,,0
7783852,0,0,0,0,0,1,,,0
7783853,0,0,1,0,0,1,,,0
7783851,1,0,0,0,0,1,,,0
7783850,0,0,0,0,0,1,,,0
7783849,0,0,4,0,0,1,,,0
7783848,0,0,4,0,0,1,,,0
7783847,0,0,1,0,0,1,,,0
7783845,0,4,0,240,15,5,42,13,120
7783843,0,0,2,0,0,1,,,0
7783842,0,4,1,178,0,2,28,4,1120
7783841,0,0,1,0,0,1,,,0
7783840,0,0,0,0,0,1,,,0
7783838,0,0,2,0,0,1,,,0
7783839,0,0,0,0,0,1,,,0
7783837,0,0,1,0,0,1,,,0
7783836,0,0,0,0,0,1,,,0
7783835,0,0,3,0,0,1,,,0
7783834,0,0,2,0,0,1,,,0
7783833,0,0,0,0,0,1,,,0
7783832,0,0,3,0,0,1,,,0
7783831,0,0,0,0,0,1,,,0
7783829,0,0,1,0,0,1,,,0
7783828,0,0,1,0,0,1,,,0
7783827,0,0,0,0,0,1,,,0
7783826,0,0,1,0,0,1,,,0
7783825,0,0,0,0,0,1,,,0
7783824,0,0,1,0,0,1,,,0
7783823,1,0,2,0,0,1,,,0
7783822,0,0,1,0,0,1,,,0
7783821,0,0,0,0,0,1,,,0
7783818,0,0,3,0,0,1,,,0
7783816,0,0,2,0,0,1,,,0
7783815,0,0,0,0,0,1,,,0
7783814,0,0,0,0,0,1,,,0
7783813,0,0,0,0,0,1,,,0
7783811,0,0,1,0,0,1,,,0
7783810,0,0,1,0,0,1,,,0
7783809,0,0,0,0,0,1,,,0
7783808,0,2,0,8,0,2,1,,1050
7783807,0,0,0,0,0,1,,,0
7783805,0,0,0,0,0,1,,,0
7783803,0,0,0,0,0,1,,,0
7783802,0,0,3,0,0,1,,,0
7783801,0,0,0,0,0,1,,,0
7783800,0,0,3,0,0,1,,,0
7783799,0,0,0,0,0,1,,,0
7783798,0,0,1,0,0,1,,,0
7783797,0,0,0,0,0,1,,,0
7783796,0,0,3,0,0,1,,,0
7783795,0,0,4,0,0,1,,,0
7783794,0,0,5,0,0,1,,,0
7783793,0,0,1,0,0,1,,,0
7783792,1,0,2,0,0,1,,,0
7783791,0,0,0,0,0,1,,,0
7783790,0,0,2,0,0,1,,,0
7783789,0,0,3,0,0,1,,,0
7783788,0,0,0,0,0,1,,,0
7783787,0,0,4,0,0,1,,,0
7783786,0,0,2,0,0,1,,,0
7783785,0,0,0,0,0,1,,,0
7783784,0,0,1,0,0,1,,,0
7783783,0,0,0,0,0,1,,,0
7783782,0,0,3,0,0,1,,,0
7783781,1,0,0,0,0,1,,,0
7783780,0,0,2,0,0,1,,,0
7783779,1,0,0,0,0,1,,,0
7783778,1,0,0,0,0,2,,,800
7783777,0,0,3,0,0,1,,,0
7783776,0,0,1,0,0,1,,,0
7783775,0,0,1,0,0,1,,,0
7783774,0,0,11,0,0,1,,,0
7783773,0,0,2,0,0,1,,,0
7783772,0,3,1,89,0,2,9,3,3430
7783771,0,0,0,0,0,1,,,0
7783770,0,0,0,0,0,1,,,0
7783769,0,0,1,0,0,1,,,0
7783768,0,0,1,0,0,1,,,0
7783767,0,0,1,0,0,1,,,0
7783766,0,0,3,0,0,1,,,0
7783765,0,0,0,0,0,1,,,0
7783764,0,0,1,0,0,1,,,0
7783763,0,0,1,0,0,1,,,0
7783762,0,0,0,0,0,1,,,0
7783761,0,0,1,0,0,1,,,0
7783759,0,0,1,0,0,1,,,0
7783760,0,0,1,0,0,1,,,0
7783757,0,0,2,0,0,1,,,0
7783758,0,0,6,0,0,1,,,0
7783756,0,0,1,0,0,1,,,0
7783754,0,0,2,0,0,1,,,0
7783755,0,0,2,0,0,1,,,0
7783753,0,0,0,0,0,1,,,0
7783752,0,0,0,0,0,1,,,0
7783751,0,0,3,0,0,1,,,0
7783750,0,0,0,0,0,1,,,0
7783748,0,0,3,0,0,1,,,0
7783746,0,0,0,0,0,1,,,0
7783745,0,0,0,0,0,1,,,0
7783744,1,0,1,0,0,1,,,0
7783742,0,5,2,304,0,2,51,9,2018
7783741,0,0,0,0,0,1,,,0
7783738,1,3,1,51,0,2,5,3,3650
7783737,1,0,0,0,0,2,,,800
7783736,0,0,2,0,0,1,,,0
7783735,0,0,0,0,0,1,,,0
7783733,0,0,1,0,5,1,,,0
7783730,0,0,0,0,5,1,,,0
7783731,0,0,1,0,0,1,,,0
7783729,0,2,4,8,0,2,1,,1000
7783722,0,3,14,82,0,2,7,3,1323
7783717,1,2,1,13,0,2,1,,790
7783711,0,1,0,3,0,2,1,,790
7783708,0,0,0,0,0,1,,,0
7783707,0,0,1,0,0,1,,,0
7783706,0,0,0,0,0,2,,,800
7783700,1,2,0,22,0,2,4,,50
7783698,0,6,3,714,5,3,108,21,0
7783696,0,0,0,0,0,2,,,800
7783694,1,4,7,176,0,2,26,11,1580
7783693,0,3,1,68,0,2,9,1,860
7783690,0,0,0,0,0,2,,,800
7783688,0,0,1,0,0,1,,,0
7783681,0,3,0,122,0,2,12,4,1980
7783680,1,0,1,0,0,2,,,800
7783677,0,2,0,15,0,2,5,1,380
7783670,0,5,3,328,0,2,49,13,300
7783668,0,0,0,0,0,2,,,800
7783662,0,3,0,85,0,2,8,3,780
7783659,1,0,1,0,0,2,,,800
7783658,0,0,2,0,5,1,,,0
7783657,0,4,0,157,0,2,17,8,3737
7783655,0,0,0,0,0,1,,,0
7783654,0,0,2,0,5,1,,,0
7783648,0,6,0,651,15,5,118,16,27845
7783647,0,5,2,397,11,4,59,18,0
7783646,0,0,0,0,0,1,,,0
7783645,0,0,0,0,0,1,,,0
7783641,0,0,0,0,0,1,,,0
7783640,0,0,5,0,0,1,,,0
7783639,0,9,3,2142,11,4,527,180,0
7783638,0,3,2,109,0,2,12,2,2260
7783637,0,0,1,0,0,1,,,0
7783631,0,2,0,29,0,2,3,,0
7783630,1,6,1,554,10,4,109,27,3791
7783629,0,3,1,83,5,3,9,3,10530
7783627,0,3,1,106,0,2,10,3,890
7783621,0,0,2,0,5,1,,,0
7783620,0,3,3,82,0,2,12,2,150
7783619,0,0,2,0,5,1,,,0
7783617,0,3,1,76,0,2,13,2,150
7783616,0,0,2,0,5,1,,,0
7783614,0,0,0,0,0,1,,,0
7783612,0,0,1,0,0,1,,,0
7783613,0,0,0,0,0,1,,,0
7783609,0,0,0,0,0,2,,,800
7783605,1,0,0,0,0,1,,,0
7783603,1,0,0,0,0,2,,,800
7783601,0,0,0,0,0,1,,,0
7783599,0,0,0,0,0,2,,,800
7783597,0,5,0,430,10,4,73,13,2038
7783596,0,2,0,8,0,2,1,,990
7783590,1,0,0,0,0,1,,,0
7783587,0,3,2,113,0,2,14,7,5175
7783582,0,0,5,0,0,1,,,0
7783574,0,2,1,31,0,2,3,,1020
7783573,0,2,4,13,0,2,1,,800
7783571,1,0,4,0,0,1,,,0
7783570,0,0,2,0,0,1,,,0
7783565,0,4,2,181,5,3,27,4,1100
7783563,0,6,1,706,6,3,74,26,500
7783562,1,2,0,8,0,2,1,,990
7783560,0,6,0,670,10,4,123,48,0
7783558,0,4,0,190,5,3,27,14,0
7783553,0,2,1,34,0,2,2,2,1130
7783552,0,3,2,93,5,3,7,1,0
7783549,1,2,2,18,0,2,2,,980
7783550,0,0,0,0,0,1,,,0
7783547,0,3,6,90,0,2,3,2,1592
7783539,0,5,2,335,0,2,39,14,13327
7783538,0,0,0,0,0,2,,,800
7783535,1,0,4,0,0,1,,,0
7783536,0,0,1,0,0,1,,,0
7783534,0,0,0,0,0,2,,,800
7783529,0,0,2,0,0,2,,,800
7783527,0,3,3,46,0,2,5,1,200
7783521,0,4,0,213,0,2,38,16,0
7783520,0,0,0,0,0,2,,,800
7783519,0,0,1,0,0,1,,,0
7783518,0,7,0,833,1,2,158,57,10930
7783515,0,0,0,0,0,1,,,0
7783514,0,0,3,0,5,1,,,0
7783509,0,0,1,0,10,1,,,0
7783508,0,0,1,0,5,1,,,0
7783507,0,0,0,0,15,1,,,0
7783506,0,0,0,0,5,1,,,0
7783504,0,0,0,0,15,1,,,0
7783505,0,0,2,0,5,1,,,0
7783501,1,3,0,102,0,2,16,3,0
7783500,0,0,1,0,0,1,,,0
7783498,0,0,0,0,5,1,,,0
7783497,0,0,0,0,0,2,,,800
7783496,0,6,0,496,0,2,56,7,4931
7783492,0,0,5,0,5,1,,,0
7783490,0,0,4,0,0,2,,,800
7783488,1,0,0,0,0,1,,,0
7783489,0,0,1,0,0,1,,,0
7783486,0,4,1,207,0,2,34,5,1720
7783485,0,3,0,95,0,2,15,1,1400
7783482,0,2,0,24,0,2,4,,1070
7783478,0,3,0,81,0,2,7,2,1040
7783477,0,0,2,0,0,2,,,800
7783467,0,4,1,230,1,2,32,14,4488
7783466,0,2,4,20,0,2,5,,400
7783461,1,0,0,0,0,2,,,800
7783460,1,5,3,365,10,4,70,25,1000
7783456,1,0,1,0,0,1,,,0
7783445,0,3,0,105,1,2,4,2,1160
7783441,0,1,2,3,0,2,1,,790
7783439,0,2,1,10,0,2,,,800
7783438,0,4,6,149,0,2,23,8,0
7783437,0,2,1,18,0,2,1,,990
7783436,0,0,0,0,0,2,,,800
7783432,0,4,0,218,0,2,35,10,2436
7783427,0,2,0,34,0,2,9,,910
7783423,0,5,2,408,5,3,69,17,7425
7783418,0,6,1,666,15,5,134,46,5250
7783414,1,2,0,11,0,2,3,,970
7783409,0,3,0,80,0,2,10,3,2300
7783401,0,0,0,0,0,1,,,0
7783397,0,5,4,379,10,4,69,15,1350
7783395,0,0,6,0,0,1,,,0
7783392,1,16,0,13227,595,10,3677,328,10000
7783383,0,2,1,10,0,2,,,800
7783382,1,11,0,4146,58,10,1361,350,25694
7783381,0,4,0,196,0,2,34,14,3580
7783378,0,0,0,0,0,1,,,0
7783377,1,0,1,0,0,2,,,800
7783376,0,0,0,0,0,2,,,800
7783374,0,2,1,10,0,2,,,800
7783373,0,2,0,14,0,2,2,1,1230
7783372,0,2,1,13,0,2,1,,790
7783371,1,2,0,32,0,2,6,1,1000
7783368,0,5,0,332,0,2,30,13,0
7783365,0,2,0,19,0,2,3,,1030
7783363,0,4,0,148,1,2,23,4,2250
7783361,0,2,2,13,0,2,2,,780
7783360,1,0,0,0,0,2,,,800
7783357,0,0,0,0,5,1,,,0
7783355,0,4,0,159,0,2,23,7,1580
7783354,1,0,0,0,0,1,,,0
7783353,0,3,1,114,0,2,11,3,690
7783351,0,0,0,0,0,2,,,800
7783349,0,2,0,18,0,2,1,,1000
7783348,1,0,0,0,0,2,,,800
7783346,0,0,0,0,10,1,,,0
7783344,0,0,0,0,5,1,,,0
7783340,1,0,0,0,0,1,,,0
7783339,0,0,3,0,15,1,,,0
7783338,0,0,2,0,5,1,,,0
7783337,0,0,0,0,0,2,,,800
7783335,0,0,1,0,0,1,,,0
7783334,0,0,0,0,0,1,,,0
7783333,0,0,1,0,15,1,,,0
7783329,1,0,0,0,0,2,,,800
7783323,0,1,0,3,0,2,1,,800
7783322,0,6,1,649,40,6,100,33,100
7783318,0,2,0,8,5,3,1,,990
7783313,0,6,0,576,0,2,96,29,3480
7783307,0,0,0,0,0,2,,,800
7783302,1,0,1,0,0,1,,,0
7783299,0,3,0,58,0,2,5,1,2180
7783294,0,0,1,0,0,2,,,800
7783290,1,1,0,3,0,2,2,,770
7783287,1,3,3,53,0,2,3,1,1790
7783285,1,2,1,15,0,2,1,,810
7783284,1,3,1,101,0,2,7,3,1427
7783283,1,2,1,15,0,2,1,,980
7783282,1,3,0,106,0,2,13,2,1780
7783276,0,0,0,0,0,2,,,800
7783267,1,3,2,74,0,2,8,2,2270
7783265,1,6,1,525,0,2,102,34,6192
7783263,1,0,1,0,0,1,,,0
7783260,0,0,0,0,0,1,,,0
7783259,0,0,0,0,0,1,,,0
7783257,1,5,1,271,0,2,39,12,5670
7783253,1,0,0,0,0,2,,,800
7783249,0,0,2,0,0,1,,,0
7783246,0,2,1,35,0,2,6,,1080
7783245,0,0,1,0,0,1,,,0
7783243,0,0,3,0,0,1,,,0
7783237,0,3,0,0,0,2,14,3,1310
7783233,0,2,0,8,0,2,2,,970
7783232,1,3,1,80,0,2,8,2,980
7783230,1,5,0,409,0,2,31,13,1000
7783224,0,4,10,221,10,4,41,8,810
7783223,1,2,5,18,0,2,2,,970
7783222,0,4,0,201,0,2,39,12,5757
7783221,0,0,0,0,0,2,,,800
7783220,0,0,2,0,0,1,,,0
7783219,1,0,2,0,0,2,,,800
7783214,0,2,1,8,0,2,1,,980
7783210,0,6,0,722,15,5,118,39,90
7783201,0,0,1,0,0,1,,,0
